Department,Object Name,Title,Culture,Period,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date
European Paintings,Painting,Mountainous Landscape with Bridge,,,,Eugène-Joseph Verboeckhoven,"Belgian, Warneton 1798–1881 Brussels",,"Verboeckhoven, Eugène-Joseph",Belgian,1798      ,1881      ,,1818
Robert Lehman Collection,Painting,"The Harvest, Pontoise (La Récolte, Pontoise)",,,,Camille Pissarro,"French, Charlotte Amalie, Saint Thomas 1830–1903 Paris",,"Pissarro, Camille",French,1830      ,1903      ,1881,1881
European Paintings,Painting,Salome with the Head of John the Baptist,,,,Gustave Moreau,"French, Paris 1826–1898 Paris",,"Moreau, Gustave",,1826      ,1898      ,ca. 1876,1871
The American Wing,Painting,Portrait of Benjamin Franklin,American,,,William P. Babcock,1826–1899,,"Babcock, William P.",,1826      ,1899      ,ca. 1870–80 (?),1867
The American Wing,Painting,Portrait of the Marquis de Lafayette,American,,After|After,William P. Babcock|Jules Guerin|Louis Philibert Debucourt,"1826–1899|American, St. Louis, Missouri 1866–1946 Neptune City, New Jersey|French, Paris 1755–1832 Paris",,"Babcock, William P.|Guerin, Jules|Debucourt, Louis Philibert",American|French,1826      |1866      |1755      ,1899      |1946      |1832      ,1850–80,1850
The American Wing,Painting,Lydia Crocheting in the Garden at Marly,American,,,Mary Cassatt,"American, Pittsburgh, Pennsylvania 1844–1926 Le Mesnil-Théribus, Oise",,"Cassatt, Mary",American,1844      ,1926      ,1880,1880
The American Wing,Painting,The Death of the First Born,American,,,Erastus Salisbury Field,1805–1900,,"Field, Erastus Salisbury",American,1805      ,1900      ,1865–80,1865
The American Wing,Painting,Egyptian Scene (possibly Moses and Zipporah),American,,,Erastus Salisbury Field,1805–1900,,"Field, Erastus Salisbury",American,1805      ,1900      ,1865–80,1865
The American Wing,Painting,The Quadroon,American,,,George Fuller,"American, Deerfield, Massachusetts 1822–1884 Brookline, Massachusetts",,"Fuller, George ",American,1822      ,1884      ,1880,1880
The American Wing,Painting,Camp Fire,American,,,Winslow Homer,"American, Boston, Massachusetts 1836–1910 Prouts Neck, Maine",,"Homer, Winslow",American,1836      ,1910      ,1880,1880
The American Wing,Painting,Sanford Robinson Gifford,American,,,Eastman Johnson,"American, Lovell, Maine 1824–1906 New York",,"Johnson, Eastman",American ,1824      ,1906      ,1880,1880
The American Wing,Painting,Approaching Storm,American,,,William Keith,1839–1911,,"Keith, William",,1839      ,1911      ,1880,1880
The American Wing,Painting,Side of a Greenhouse,American,,,George Cochran Lambdin,"American, Pittsburg, Pennsylvania 1830–1896 Germantown, Pennsylvania",,"Lambdin, George Cochran",American,1830      ,1896      ,1870–80 (?),1867
The American Wing,Painting,Self-portrait,American,,,Jacob Hart Lazarus,1822–1891,,"Lazarus, Jacob Hart",,1822      ,1891      ,1870–80,1870
The American Wing,Painting,Sculptor's Studio,American,,,Louis Moeller,1855–1930,,"Moeller, Louis",,1855      ,1930      ,probably 1880s,1880
The American Wing,Painting,"Berks County Almshouse, 1880",American,,,John Rasmussen,1828–1895,,"Rasmussen, John",,1828      ,1895      ,1880,1880
The American Wing,Painting,The Smugglers' Cove,American,,,Albert Pinkham Ryder,"American, New Bedford, Massachusetts 1847–1917 Elmhurst, New York",,"Ryder, Albert Pinkham",American,1847      ,1917      ,ca. 1880,1877
The American Wing,Painting,"The Balcony, Spain [and] Two Nude Bathers Standing on a Wharf",American,,,John Singer Sargent,"American, Florence 1856–1925 London",,"Sargent, John Singer",American,1856      ,1925      ,1879–80,1879
The American Wing,Painting,"Courtyard, Tétouan, Morocco",American,,,John Singer Sargent,"American, Florence 1856–1925 London",,"Sargent, John Singer",American,1856      ,1925      ,1879–80,1879
The American Wing,Painting,A Male Model Standing before a Stove,American,,,John Singer Sargent,"American, Florence 1856–1925 London",,"Sargent, John Singer",American,1856      ,1925      ,ca. 1875–80,1872
The American Wing,Painting,Moorish Buildings in Sunlight,American,,,John Singer Sargent,"American, Florence 1856–1925 London",,"Sargent, John Singer",American,1856      ,1925      ,1879–80,1879
The American Wing,Painting,Moorish Buildings on a Cloudy Day,American,,,John Singer Sargent,"American, Florence 1856–1925 London",,"Sargent, John Singer",American,1856      ,1925      ,1879–80,1879
The American Wing,Painting,"Open Doorway, Morocco",American,,,John Singer Sargent,"American, Florence 1856–1925 London",,"Sargent, John Singer",American,1856      ,1925      ,1879–80,1879
The American Wing,Painting,Spanish Landscape,American,,,John Singer Sargent,"American, Florence 1856–1925 London",,"Sargent, John Singer",American,1856      ,1925      ,1879–80,1879
The American Wing,Painting,A Spanish Madonna,American,,,John Singer Sargent,"American, Florence 1856–1925 London",,"Sargent, John Singer",American,1856      ,1925      ,1879–80,1879
The American Wing,Painting,"White Walls in Sunlight, Morocco",American,,,John Singer Sargent,"American, Florence 1856–1925 London",,"Sargent, John Singer",American,1856      ,1925      ,1879–80,1879
The American Wing,Painting,The Parthenon,American,,,Vincent G. Stiepevich,1841–after 1910,,"Stiepevich, Vincent G.",,1841      ,1911      ,1880,1880
The American Wing,Painting,After the Storm,American,,Formerly attributed to,Albert Bierstadt,"American, Solingen 1830–1902 New York",,"Bierstadt, Albert",American,1830      ,1902      ,ca. 1870–80 (?),1867
The American Wing,Painting,"Cremorne Gardens, No. 2",American,,,James McNeill Whistler,"American, Lowell, Massachusetts 1834–1903 London",,"Whistler, James McNeill",American,1834      ,1903      ,ca. 1870–80,1867
The American Wing,Painting,Sunset,American,,,Harvey O. Young,1840–1901,,"Young, Harvey O.",,1840      ,1901      ,ca. 1870–80,1867
Asian Art,Painting,,"India (Rajasthan, Bikaner)",,,Chotu,,,CHOTU,,,,ca. 1860–70,1850
Asian Art,Painting,,India (Jammu),,,,,,,,,,ca. 1860–80,1860
European Paintings,Painting,Island of the Dead,,,,Arnold Böcklin,"Swiss, Basel 1827–1901 San Domenico, Italy",,"Böcklin, Arnold",Swiss,1827      ,1901      ,1880,1880
European Paintings,Painting,John Taylor Johnston (1820–1893),,,,Léon Bonnat,"French, Bayonne 1833–1922 Monchy-Saint-Eloi",,"Bonnat, Léon",French,1833      ,1922      ,1880,1880
European Paintings,Painting,The Storm,,,,Pierre-Auguste Cot,"French, Bédarieux 1837–1883 Paris",,"Cot, Pierre-Auguste",French,1837      ,1883      ,1880,1880
European Paintings,Painting,Jerusalem from the Mount of Olives,,,,Charles-Théodore Frère,"French, Paris 1814–1888 Paris",,"Frère, Charles-Théodore",French,1814      ,1888      ,by 1880,1870
European Paintings,Painting,Lucia,,,,"Frederic, Lord Leighton","British, Scarborough 1830–1896 London",,"Leighton, Frederic, Lord",British,1830      ,1896      ,possibly late 1870s,1875
European Paintings,Painting,The Peddler,,,,Vladimir Egorovich Makovsky,"Russian, Moscow 1846–1920 St. Petersburg",,"Makovsky, Vladimir Egorovich",Russian,1846      ,1920      ,1880,1880
European Paintings,Painting,The Seine at Vétheuil,,,,Claude Monet,"French, Paris 1840–1926 Giverny",,"Monet, Claude",French,1840      ,1926      ,1880,1880
European Paintings,Painting,View of Vétheuil,,,,Claude Monet,"French, Paris 1840–1926 Giverny",,"Monet, Claude",French,1840      ,1926      ,1880,1880
European Paintings,Painting,Vétheuil in Summer,,,,Claude Monet,"French, Paris 1840–1926 Giverny",,"Monet, Claude",French,1840      ,1926      ,1880,1880
European Paintings,Painting,Apples and Grapes,,,,Claude Monet,"French, Paris 1840–1926 Giverny",,"Monet, Claude",French,1840      ,1926      ,1879–80,1879
European Paintings,Painting,Île aux Fleurs near Vétheuil,,,,Claude Monet,"French, Paris 1840–1926 Giverny",,"Monet, Claude",French,1840      ,1926      ,1880,1880
European Paintings,Painting,The Dispatch-Bearer,,,,Alphonse-Marie-Adolphe de Neuville,"French, Saint-Omer 1835–1885 Paris",,"Neuville, Alphonse-Marie-Adolphe de",French,1835      ,1885      ,1880,1880
European Paintings,Painting,Thusnelda at the Triumphal Entry of Germanicus into Rome,,,,Karl Theodor von Piloty,"German, Munich 1826–1886 Ambach bei Munich",,"Piloty, Karl Theodor von",German,1826      ,1886      ,ca. 1875,1870
European Paintings,Painting,"Washerwoman, Study",,,,Camille Pissarro,"French, Charlotte Amalie, Saint Thomas 1830–1903 Paris",,"Pissarro, Camille",French,1830      ,1903      ,1880,1880
European Paintings,Painting,View of the Seacoast near Wargemont in Normandy,,,,Auguste Renoir,"French, Limoges 1841–1919 Cagnes-sur-Mer",,"Renoir, Auguste",French,1841      ,1919      ,1880,1880
European Paintings,Painting,A Waitress at Duval's Restaurant,,,,Auguste Renoir,"French, Limoges 1841–1919 Cagnes-sur-Mer",,"Renoir, Auguste",French,1841      ,1919      ,ca. 1875,1870
European Paintings,Painting,"Madame Manet (Suzanne Leenhoff, 1830–1906) at Bellevue",,,,Edouard Manet,"French, Paris 1832–1883 Paris",,"Manet, Edouard",French,1832      ,1883      ,1880,1880
European Paintings,Painting,Summer Flowers,,,,Henri Fantin-Latour,"French, Grenoble 1836–1904 Buré",,"Fantin-Latour, Henri",French,1836      ,1904      ,1880,1880
European Paintings,Painting,The Fishermen (Fantastic Scene),,,,Paul Cézanne,"French, Aix-en-Provence 1839–1906 Aix-en-Provence",,"Cézanne, Paul",French,1839      ,1906      ,ca. 1875,1870
European Paintings,Painting,The Abduction of Rebecca by a Knight Templar,,,Attributed to,Léon Cogniet,"French, Paris 1794–1880 Paris",,"Cogniet, Léon",French,1794      ,1880      ,1828 or later,1828
European Paintings,Painting,Spring Morning,,,,James Tissot,"French, Nantes 1836–1902 Chenecey-Buillon",,"Tissot, James",French,1836      ,1902      ,ca. 1875,1870
European Paintings,Painting,Young Woman with Her Hand over Her Mouth,,,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",,1834      ,1917      ,ca. 1875,1870
The American Wing,Painting,The Way They Live,American,,,Thomas Anshutz,"American, Newport, Kentucky 1851–1912 Fort Washington, Pennsylvania",,"Anshutz, Thomas",American,1851      ,1912      ,1879,1879
The American Wing,Painting,New York Harbor with Brooklyn Bridge,American,,,G. Baker,active ca. 1870–1900,,"Baker, G.",,1835      ,1935      ,after 1869,1870
The American Wing,Painting,The Artist's Letter Rack,American,,,William Michael Harnett,1848–1892,,"Harnett, William Michael",,1848      ,1892      ,1879,1879
The American Wing,Painting,Cyrus W. Field,American,,,Daniel Huntington,"American, New York 1816–1906 New York",,"Huntington, Daniel",American,1816      ,1906      ,1879,1879
The American Wing,Painting,"Yosemite Falls, from Glacier Point",American,,,William Keith,1839–1911,,"Keith, William",,1839      ,1911      ,1879,1879
The American Wing,Painting,On the Old Sod,American,,,William Magrath,1838–1918,,"Magrath, William",,1838      ,1918      ,1879,1879
The American Wing,Painting,The True American,American,,,Enoch Wood Perry,1831–1915,,"Perry, Enoch Wood",,1831      ,1915      ,ca. 1874,1869
The American Wing,Painting,"Near Land's End, Cornwall",American,,,William Trost Richards,"American, Philadelphia, Pennsylvania 1833–1905 Newport, Rhode Island",,"Richards, William Trost",American,1833      ,1905      ,1879,1879
European Paintings,Painting,Joan of Arc,,,,Jules Bastien-Lepage,"French, Damvillers 1848–1884 Paris",,"Bastien-Lepage, Jules",French,1848      ,1884      ,1879,1879
European Paintings,Painting,Weaning the Calves,,,,Rosa Bonheur,"French, Bordeaux 1822–1899 Thomery",,"Bonheur, Rosa",French,1822      ,1899      ,1879,1879
European Paintings,Painting,Apples,,,,Paul Cézanne,"French, Aix-en-Provence 1839–1906 Aix-en-Provence",,"Cézanne, Paul",French,1839      ,1906      ,1878–79,1878
European Paintings,Painting,Don Quixote and the Dead Mule,,,,Honoré Daumier,"French, Marseilles 1808–1879 Valmondois",,"Daumier, Honoré",French,1808      ,1879      ,after 1864,1828
European Paintings,Painting,The Defense of Champigny,,,,Edouard Detaille,"French, Paris 1848–1912 Paris",,"Detaille, Edouard",French,1848      ,1912      ,1879,1879
European Paintings,Painting,George Moore (1852–1933) at the Café,,,,Edouard Manet,"French, Paris 1832–1883 Paris",,"Manet, Edouard",French,1832      ,1883      ,1878 or 1879,1878
European Paintings,Painting,Marguerite-Thérèse (Margot) Berard (1874–1956),,,,Auguste Renoir,"French, Limoges 1841–1919 Cagnes-sur-Mer",,"Renoir, Auguste",French,1841      ,1919      ,1879,1879
European Paintings,Painting,A Canal in Venice,,,,Martín Rico y Ortega,"Spanish, Madrid 1833–1908 Venice",,"Rico y Ortega, Martín",Spanish,1833      ,1908      ,1879,1879
European Paintings,Painting,Still Life with Ham,,,,Philippe Rousseau,"French, Paris 1816–1887 Acquigny",,"Rousseau, Philippe",French,1816      ,1887      ,1870s,1870
European Paintings,Painting,Landscape at Saint-Ouen,,,,Georges Seurat,"French, Paris 1859–1891 Paris",,"Seurat, Georges",French,1859      ,1891      ,1878 or 1879,1878
European Paintings,Painting,"View on the Aventine Hill, Rome",,,,Romain-Étienne-Gabriel Prieur,"French, La Ferté-Gaucher 1806–1879? Paris",,"Prieur, Romain-Étienne-Gabriel",,1806      ,1879      ,,1826
European Paintings,Painting,Wedding Procession,,,,Victor Eeckhout,"Belgian, 1821–1879",,"Eeckhout, Victor",,1821      ,1879      ,,1841
The American Wing,Painting,The Boulder and the Flume,American,,,Ralph Albert Blakelock,1847–1919,,"Blakelock, Ralph Albert",,1847      ,1919      ,1878,1878
The American Wing,Painting,"Anahita: A Study for ""The Flight of Night""",American,,,William Morris Hunt,"American, Brattleboro, Vermont 1824–1879 Appledore, New Hampshire",,"Hunt, William Morris",American,1824      ,1879      ,1878,1878
The American Wing,Painting,"Fortune: A Study for ""The Discoverer""",American,,,William Morris Hunt,"American, Brattleboro, Vermont 1824–1879 Appledore, New Hampshire",,"Hunt, William Morris",American,1824      ,1879      ,1878,1878
The American Wing,Painting,Mrs. Sylvester Dering,American,,,Daniel Huntington,"American, New York 1816–1906 New York",,"Huntington, Daniel",American,1816      ,1906      ,1878,1878
The American Wing,Painting,Autumn Oaks,American,,,George Inness,"American, Newburgh, New York 1825–1894 Bridge of Allan, Scotland",,"Inness, George",American,1825      ,1894      ,ca. 1878,1875
The American Wing,Painting,Roses,American,,,George Cochran Lambdin,"American, Pittsburg, Pennsylvania 1830–1896 Germantown, Pennsylvania",,"Lambdin, George Cochran",American,1830      ,1896      ,1878,1878
The American Wing,Painting,Studies of a Dead Bird,American,,,John Singer Sargent,"American, Florence 1856–1925 London",,"Sargent, John Singer",American,1856      ,1925      ,1878,1878
European Paintings,Painting,Portejoie on the Seine,,,,Charles-François Daubigny,"French, Paris 1817–1878 Paris",,"Daubigny, Charles-François",French,1817      ,1878      ,1850–1878,1850
European Paintings,Painting,Graziella,,,,Jules-Joseph Lefebvre,"French, Tournan 1836–1912 Paris",,"Lefebvre, Jules-Joseph",French,1836      ,1912      ,1878,1878
European Paintings,Painting,The Parc Monceau,,,,Claude Monet,"French, Paris 1840–1926 Giverny",,"Monet, Claude",French,1840      ,1926      ,1878,1878
European Paintings,Painting,The Music Room,,,,Mihály Munkácsy,"Hungarian, Mukachevo (Munkács) 1844–1900 Endenich",,"Munkácsy, Mihály",Hungarian,1844      ,1900      ,1878,1878
European Paintings,Painting,"Côte des Grouettes, near Pontoise",,,,Camille Pissarro,"French, Charlotte Amalie, Saint Thomas 1830–1903 Paris",,"Pissarro, Camille",French,1830      ,1903      ,probably 1878,1878
European Paintings,Painting,"Madame Georges Charpentier (Marguérite-Louise Lemonnier, 1848–1904) and Her Children, Georgette-Berthe (1872–1945) and Paul-Émile-Charles (1875–1895)",,,,Auguste Renoir,"French, Limoges 1841–1919 Cagnes-sur-Mer",,"Renoir, Auguste",French,1841      ,1919      ,1878,1878
European Paintings,Painting,View at Auvers-sur-Oise,,,,Charles-François Daubigny,"French, Paris 1817–1878 Paris",,"Daubigny, Charles-François",French,1817      ,1878      ,,1837
Robert Lehman Collection,Painting,Allée of Chestnut Trees,,,,Alfred Sisley,"British, Paris 1839–1899 Moret-sur-Loing",,"Sisley, Alfred",British,1839      ,1899      ,1878,1878
Robert Lehman Collection,Painting,Masqueraders,,,,Raimundo de Madrazo y Garreta,"Spanish, Rome 1841–1920 Versailles",,"Madrazo y Garreta, Raimundo de",Spanish,1841      ,1920      ,1875–78,1875
The American Wing,Painting,"Dance in a Subterranean Roundhouse at Clear Lake, California",American,,,Jules Tavernier,"American, born France, 1844–1889",,"Tavernier, Jules",,1844      ,1889      ,1878,1878
Asian Art,Painting,,"India, Udaipur, Mewar, Rajasthan",,,Ambav,"Indian, active 1860s",,Ambav,,1860      ,1869      ,ca. 1868,1858
The American Wing,Painting,The Aegean Sea,American,,,Frederic Edwin Church,"American, Hartford, Connecticut 1826–1900 New York",,"Church, Frederic Edwin",American,1826      ,1900      ,ca. 1877,1874
